State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
CO,Colorado,2015,July,12 month-ending,Number of Deaths,36960,100,0.03517316,
CO,Colorado,2015,June,12 month-ending,Number of Deaths,36816,100,0.024445893,
CO,Colorado,2016,January,12 month-ending,Number of Deaths,36752,100,0.040814105,
CO,Colorado,2015,May,12 month-ending,Number of Deaths,36667,100,0.021817984,
CO,Colorado,2015,April,12 month-ending,Number of Deaths,36601,100,0.021857326,
CO,Colorado,2015,February,12 month-ending,Number of Deaths,36330,100,0.019267823,
CO,Colorado,2015,March,12 month-ending,Number of Deaths,36300,100,0.019283747,
CO,Colorado,2015,January,12 month-ending,Number of Deaths,36264,100,0.01930289,
IL,Illinois,2017,February,12 month-ending,Number of Drug Overdose Deaths,2546,100,0.045715592,*Likely underreported due to incomplete data
TX,Texas,2015,March,12 month-ending,Number of Drug Overdose Deaths,2544,100,0.181538152,
TX,Texas,2015,May,12 month-ending,Number of Drug Overdose Deaths,2539,100,0.17702741,
IL,Illinois,2017,March,12 month-ending,Number of Drug Overdose Deaths,2534,100,0.052190086,*Likely underreported due to incomplete data
TX,Texas,2015,April,12 month-ending,Number of Drug Overdose Deaths,2533,100,0.178251239,
TX,Texas,2015,February,12 month-ending,Number of Drug Overdose Deaths,2520,100,0.185013876,
CO,Colorado,2017,January,12 month-ending,Number of Drug Overdose Deaths,975,100,0.041844287,*Likely underreported due to incomplete data
TX,Texas,2015,June,12 month-ending,Number of Drug Overdose Deaths,2517,100,0.171903252,
IL,Illinois,2016,December,12 month-ending,Number of Drug Overdose Deaths,2427,100,0.036501258,
MI,Michigan,2016,December,12 month-ending,Number of Drug Overdose Deaths,2342,100,0.089601957,
IL,Illinois,2016,November,12 month-ending,Number of Drug Overdose Deaths,2333,100,0.033874683,
IL,Illinois,2016,September,12 month-ending,Number of Drug Overdose Deaths,2319,100,0.033856006,
CT,Connecticut,2017,January,12 month-ending,Number of Drug Overdose Deaths,961,100,0.145947524,*Likely underreported due to incomplete data
IL,Illinois,2016,October,12 month-ending,Number of Drug Overdose Deaths,2297,100,0.031955688,
NY,New York,2016,December,12 month-ending,Number of Drug Overdose Deaths,2284,100,0.541662448,
DE,Delaware,2017,January,12 month-ending,Number of Drug Overdose Deaths,309,100,0.011038746,*Likely underreported due to incomplete data
IL,Illinois,2016,August,12 month-ending,Number of Drug Overdose Deaths,2275,100,0.033881569,
IL,Illinois,2016,July,12 month-ending,Number of Drug Overdose Deaths,2261,100,0.030990335,
NY,New York,2016,November,12 month-ending,Number of Drug Overdose Deaths,2240,100,0.514012973,
MI,Michigan,2017,February,12 month-ending,Number of Drug Overdose Deaths,2229,100,0.542093509,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Number of Drug Overdose Deaths,2228,100,0.036361433,*Likely underreported due to incomplete data
DC,District of Columbia,2017,January,12 month-ending,Number of Drug Overdose Deaths,324,100,0.048971597,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Number of Drug Overdose Deaths,2224,100,0.713152924,*Likely underreported due to incomplete data
IL,Illinois,2016,June,12 month-ending,Number of Drug Overdose Deaths,2213,100,0.029046688,
MA,Massachusetts,2016,December,12 month-ending,Number of Drug Overdose Deaths,2211,100,0.414772826,
NY,New York,2016,October,12 month-ending,Number of Drug Overdose Deaths,2196,100,0.514787317,
MI,Michigan,2016,November,12 month-ending,Number of Drug Overdose Deaths,2193,100,0.072107228,
CT,Connecticut,2017,March,12 month-ending,Number of Deaths,31050,100,0.231884058,*Likely underreported due to incomplete data
CT,Connecticut,2017,February,12 month-ending,Number of Deaths,31021,100,0.180522872,*Likely underreported due to incomplete data
CT,Connecticut,2017,January,12 month-ending,Number of Deaths,30833,100,0.145947524,*Likely underreported due to incomplete data
CT,Connecticut,2015,November,12 month-ending,Number of Deaths,30751,100,0.019511561,
US,United States,2017,February,12 month-ending,Number of Drug Overdose Deaths,65258,99+,0.227616506,*Likely underreported due to incomplete data
CT,Connecticut,2016,December,12 month-ending,Number of Deaths,30643,100,0.029370492,
CT,Connecticut,2015,October,12 month-ending,Number of Deaths,30615,100,0.016331864,
MD,Maryland,2017,February,12 month-ending,Number of Drug Overdose Deaths,2188,100,0.030485326,*Likely underreported due to incomplete data
CT,Connecticut,2015,July,12 month-ending,Number of Deaths,30612,100,0.016333464,
US,United States,2017,March,12 month-ending,Number of Drug Overdose Deaths,65094,99+,0.279243177,*Likely underreported due to incomplete data
CT,Connecticut,2015,December,12 month-ending,Number of Deaths,30600,100,0.016339869,
CT,Connecticut,2015,September,12 month-ending,Number of Deaths,30556,100,0.019636078,
CT,Connecticut,2015,August,12 month-ending,Number of Deaths,30549,100,0.016367148,
CT,Connecticut,2015,June,12 month-ending,Number of Deaths,30508,100,0.013111315,
CT,Connecticut,2015,March,12 month-ending,Number of Deaths,30497,100,0.009837033,
CT,Connecticut,2015,May,12 month-ending,Number of Deaths,30437,100,0.0131419,
CT,Connecticut,2015,April,12 month-ending,Number of Deaths,30431,100,0.009858368,
CT,Connecticut,2016,January,12 month-ending,Number of Deaths,30368,100,0.0164647,
CT,Connecticut,2015,February,12 month-ending,Number of Deaths,30349,100,0.009885004,
CT,Connecticut,2016,November,12 month-ending,Number of Deaths,30296,100,0.019804595,
CT,Connecticut,2016,February,12 month-ending,Number of Deaths,30231,100,0.016539314,
CT,Connecticut,2015,January,12 month-ending,Number of Deaths,30221,100,0.009926872,
CT,Connecticut,2016,April,12 month-ending,Number of Deaths,30198,100,0.016557388,
CT,Connecticut,2016,May,12 month-ending,Number of Deaths,30198,100,0.01324591,
CT,Connecticut,2016,June,12 month-ending,Number of Deaths,30188,100,0.016562873,
CT,Connecticut,2016,March,12 month-ending,Number of Deaths,30162,100,0.01657715,
CT,Connecticut,2016,August,12 month-ending,Number of Deaths,30157,100,0.019895878,
CT,Connecticut,2016,October,12 month-ending,Number of Deaths,30156,100,0.019896538,
CT,Connecticut,2016,July,12 month-ending,Number of Deaths,30094,100,0.013291686,
CT,Connecticut,2016,September,12 month-ending,Number of Deaths,30089,100,0.019940842,
MA,Massachusetts,2017,February,12 month-ending,Number of Drug Overdose Deaths,2187,100,0.590226395,*Likely underreported due to incomplete data
FL,Florida,2017,January,12 month-ending,Number of Drug Overdose Deaths,5177,100,0.048784859,*Likely underreported due to incomplete data
MA,Massachusetts,2016,November,12 month-ending,Number of Drug Overdose Deaths,2167,100,0.397461823,
NY,New York,2017,March,12 month-ending,Number of Drug Overdose Deaths,2164,100,0.86412124,*Likely underreported due to incomplete data
MA,Massachusetts,2017,March,12 month-ending,Number of Drug Overdose Deaths,2160,100,0.690345342,*Likely underreported due to incomplete data
NY,New York,2016,September,12 month-ending,Number of Drug Overdose Deaths,2154,100,0.505060874,
MA,Massachusetts,2016,October,12 month-ending,Number of Drug Overdose Deaths,2149,100,0.332895313,
MA,Massachusetts,2016,September,12 month-ending,Number of Drug Overdose Deaths,2137,100,0.35532373,
IL,Illinois,2016,May,12 month-ending,Number of Drug Overdose Deaths,2129,100,0.027123373,
MI,Michigan,2017,March,12 month-ending,Number of Drug Overdose Deaths,2126,100,0.740320701,*Likely underreported due to incomplete data
NY,New York,2016,August,12 month-ending,Number of Drug Overdose Deaths,2126,100,0.489575941,
MI,Michigan,2016,October,12 month-ending,Number of Drug Overdose Deaths,2108,100,0.069178374,
IL,Illinois,2016,April,12 month-ending,Number of Drug Overdose Deaths,2097,100,0.028075203,
MA,Massachusetts,2016,August,12 month-ending,Number of Drug Overdose Deaths,2093,100,0.373795694,
NY,New York,2016,July,12 month-ending,Number of Drug Overdose Deaths,2086,100,0.480120339,
MA,Massachusetts,2016,July,12 month-ending,Number of Drug Overdose Deaths,2076,100,0.37855445,
MD,Maryland,2016,December,12 month-ending,Number of Drug Overdose Deaths,2074,100,0.018487706,
NY,New York,2016,June,12 month-ending,Number of Drug Overdose Deaths,2056,100,0.463716741,
NJ,New Jersey,2017,March,12 month-ending,Number of Drug Overdose Deaths,2053,100,0.570851087,*Likely underreported due to incomplete data
NJ,New Jersey,2017,February,12 month-ending,Number of Drug Overdose Deaths,2040,100,0.490135677,*Likely underreported due to incomplete data
GA,Georgia,2017,January,12 month-ending,Number of Drug Overdose Deaths,1396,100,0.086456735,*Likely underreported due to incomplete data
IL,Illinois,2016,March,12 month-ending,Number of Drug Overdose Deaths,2025,100,0.026075871,
NY,New York,2016,May,12 month-ending,Number of Drug Overdose Deaths,2023,100,0.437226089,
MI,Michigan,2015,July,12 month-ending,Number of Drug Overdose Deaths,2017,100,0.052603339,
MI,Michigan,2016,September,12 month-ending,Number of Drug Overdose Deaths,2013,100,0.06398635,
MI,Michigan,2015,June,12 month-ending,Number of Drug Overdose Deaths,2012,100,0.048453185,
MI,Michigan,2015,August,12 month-ending,Number of Drug Overdose Deaths,2009,100,0.051475995,
MI,Michigan,2015,September,12 month-ending,Number of Drug Overdose Deaths,2006,100,0.048384382,
CT,Connecticut,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",560,100,0.231884058,*Likely underreported due to incomplete data
CT,Connecticut,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",533,100,0.180522872,*Likely underreported due to incomplete data
CT,Connecticut,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",515,100,0.145947524,*Likely underreported due to incomplete data
CT,Connecticut,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",508,100,0.029370492,
US,United States,2016,November,12 month-ending,Number of Drug Overdose Deaths,62397,100,0.158456177,
CT,Connecticut,2017,March,12 month-ending,Heroin (T40.1),465,100,0.231884058,*Likely underreported due to incomplete data
CT,Connecticut,2017,January,12 month-ending,Heroin (T40.1),463,100,0.145947524,*Likely underreported due to incomplete data
CT,Connecticut,2016,June,12 month-ending,Heroin (T40.1),462,100,0.016562873,
CT,Connecticut,2016,August,12 month-ending,Heroin (T40.1),461,100,0.019895878,
CT,Connecticut,2017,February,12 month-ending,Heroin (T40.1),461,100,0.180522872,*Likely underreported due to incomplete data
CT,Connecticut,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",461,100,0.019804595,
CT,Connecticut,2016,December,12 month-ending,Heroin (T40.1),459,100,0.029370492,
CT,Connecticut,2016,September,12 month-ending,Heroin (T40.1),456,100,0.019940842,
CT,Connecticut,2016,May,12 month-ending,Heroin (T40.1),454,100,0.01324591,
CT,Connecticut,2016,July,12 month-ending,Heroin (T40.1),454,100,0.013291686,
CT,Connecticut,2016,November,12 month-ending,Heroin (T40.1),451,100,0.019804595,
CT,Connecticut,2016,October,12 month-ending,Heroin (T40.1),443,100,0.019896538,
CT,Connecticut,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",443,100,0.019940842,
CT,Connecticut,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",438,100,0.019896538,
CT,Connecticut,2016,April,12 month-ending,Heroin (T40.1),436,100,0.016557388,
CT,Connecticut,2016,March,12 month-ending,Heroin (T40.1),424,100,0.01657715,
CT,Connecticut,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",421,100,0.019895878,
CT,Connecticut,2016,February,12 month-ending,Heroin (T40.1),410,100,0.016539314,
CT,Connecticut,2016,January,12 month-ending,Heroin (T40.1),403,100,0.0164647,
US,United States,2016,October,12 month-ending,Number of Drug Overdose Deaths,61103,100,0.159372426,
CT,Connecticut,2015,December,12 month-ending,Heroin (T40.1),394,100,0.016339869,
CT,Connecticut,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",387,100,0.013291686,
CT,Connecticut,2015,November,12 month-ending,Heroin (T40.1),382,100,0.019511561,
CT,Connecticut,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",369,100,0.016562873,
US,United States,2016,September,12 month-ending,Number of Drug Overdose Deaths,60180,100,0.157999999,
US,United States,2016,August,12 month-ending,Number of Drug Overdose Deaths,59438,100,0.157561807,
CT,Connecticut,2015,October,12 month-ending,Heroin (T40.1),368,100,0.016331864,
CT,Connecticut,2015,September,12 month-ending,Heroin (T40.1),353,100,0.019636078,
CT,Connecticut,2015,August,12 month-ending,Heroin (T40.1),341,100,0.016367148,
CT,Connecticut,2015,July,12 month-ending,Heroin (T40.1),338,100,0.016333464,
CT,Connecticut,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",331,100,0.01324591,
CT,Connecticut,2015,June,12 month-ending,Heroin (T40.1),309,100,0.013111315,
CT,Connecticut,2015,April,12 month-ending,Heroin (T40.1),306,100,0.009858368,
CT,Connecticut,2015,May,12 month-ending,Heroin (T40.1),306,100,0.0131419,
US,United States,2016,July,12 month-ending,Number of Drug Overdose Deaths,58543,100,0.154451204,
CT,Connecticut,2015,February,12 month-ending,Heroin (T40.1),302,100,0.009885004,
CT,Connecticut,2015,January,12 month-ending,Heroin (T40.1),298,100,0.009926872,
CT,Connecticut,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",295,100,0.016557388,
CT,Connecticut,2015,March,12 month-ending,Heroin (T40.1),294,100,0.009837033,
CT,Connecticut,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",273,100,0.01657715,
CT,Connecticut,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",258,100,0.016539314,
CT,Connecticut,2017,March,12 month-ending,Cocaine (T40.5),253,100,0.231884058,*Likely underreported due to incomplete data
CT,Connecticut,2017,January,12 month-ending,Cocaine (T40.5),244,100,0.145947524,*Likely underreported due to incomplete data
CT,Connecticut,2017,February,12 month-ending,Cocaine (T40.5),241,100,0.180522872,*Likely underreported due to incomplete data
US,United States,2016,June,12 month-ending,Number of Drug Overdose Deaths,57443,100,0.151984492,
CT,Connecticut,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",240,100,0.0164647,
CT,Connecticut,2016,December,12 month-ending,Cocaine (T40.5),237,100,0.029370492,
CT,Connecticut,2016,November,12 month-ending,Cocaine (T40.5),224,100,0.019804595,
CT,Connecticut,2016,September,12 month-ending,Cocaine (T40.5),223,100,0.019940842,
CT,Connecticut,2016,October,12 month-ending,Cocaine (T40.5),223,100,0.019896538,
CT,Connecticut,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",217,100,0.019511561,
CT,Connecticut,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),214,100,0.029370492,
CT,Connecticut,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",214,100,0.016339869,
CT,Connecticut,2016,August,12 month-ending,Cocaine (T40.5),211,100,0.019895878,
CT,Connecticut,2016,July,12 month-ending,Cocaine (T40.5),201,100,0.013291686,
CT,Connecticut,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),201,100,0.019804595,
CT,Connecticut,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),200,100,0.145947524,*Likely underreported due to incomplete data
CT,Connecticut,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),199,100,0.231884058,*Likely underreported due to incomplete data
CT,Connecticut,2016,June,12 month-ending,Cocaine (T40.5),197,100,0.016562873,
CT,Connecticut,2016,May,12 month-ending,Cocaine (T40.5),195,100,0.01324591,
CT,Connecticut,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),195,100,0.019896538,
